xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
N8728642933,Khor Virap,7.0,node/8728642933,Q1144626,"religion,historic,historical_places,monasteries,interesting_places,historic_settlements",44.577,39.8792,Armenia
N8731226402,Brezovica,7.0,node/8731226402,Q4962864,"railway_stations,industrial_facilities,interesting_places",14.4264,46.0213,Eslovenia
N873585997,Ancon Hill,3.0,node/873585997,Q3493016,"mountain_peaks,geological_formations,natural,interesting_places",-79.5492,8.95765,Panamá
N8754496639,Basilica of Our Lady of Luján,7.0,node/8754496639,Q2607636,"religion,architecture,historic_architecture,churches,interesting_places,restaurants,foods,catholic_churches,tourist_facilities,other_buildings_and_structures",-59.1206,-34.5642,Argentina
N8755169908,El Maitén,7.0,node/8755169908,Q5842054,"railway_stations,industrial_facilities,interesting_places",-71.1659,-42.0548,Argentina
N875872272,Assos,7.0,node/875872272,Q744631,"settlements,historic,archaeology,cultural,museums,interesting_places,other_museums",26.3369,39.4918,Turquía
N8758895618,Casa dels Miralles,7.0,node/8758895618,Q20850338,"palaces,architecture,historic_architecture,interesting_places",0.022675,40.4714,España
N875919688,Stari trg ob Kolpi,7.0,node/875919688,Q1954302,"historic,historical_places,interesting_places,historic_settlements",15.0774,45.4937,Eslovenia
N8762710399,Puerto Resistencia,3.0,node/8762710399,Q107237930,"historic,monuments_and_memorials,interesting_places,monuments",-76.5185,3.40994,Colombia
N8764313530,Sankt Ulrich,7.0,node/8764313530,Q1557343,"religion,churches,interesting_places,other_churches",10.5045,47.9608,Alemania
N876480094,Posta del Chuy,7.0,node/876480094,Q7233762,"cultural,museums,interesting_places,other_museums",-54.0296,-32.3824,Uruguay
N877179922,Monolito del Fraile,7.0,node/877179922,Q6021908,"other,unclassified_objects,interesting_places,historic_object",-68.6739,-16.5553,Bolivia
N877180132,Sun Gate,7.0,node/877180132,Q2669375,"architecture,historic_architecture,historic,monuments_and_memorials,interesting_places,destroyed_objects,monuments",-68.6739,-16.5544,Bolivia
N877180165,Monolito Ponce,7.0,node/877180165,Q9034613,"architecture,historic_architecture,interesting_places,destroyed_objects",-68.6732,-16.5548,Bolivia
N8783826769,Valrose,7.0,node/8783826769,Q2970898,"fortifications,historic,historical_places,interesting_places,castles,historic_districts",7.26574,43.7157,France
N878875293,Plaza de Toros,7.0,node/878875293,Q7811209,"architecture,historic_architecture,interesting_places,destroyed_objects",-57.8652,-34.4366,Uruguay
N8792723508,Union Square,7.0,node/8792723508,Q7886036,"historical_places,historic,interesting_places,historic_districts",-76.6408,39.2869,United States
N8796075119,Fort David,1.0,node/8796075119,-1,"cultural,museums,interesting_places,history_museums",-82.4321,8.38568,Panamá
N8797855634,Phanuphan bridge,7.0,node/8797855634,Q48781336,"view_points,other,bridges,architecture,interesting_places,other_bridges",100.503,13.7448,Tailandia
N880178527,Nelson Monument,7.0,node/880178527,Q4343277,"historic,monuments_and_memorials,cultural,urban_environment,interesting_places,sculptures,monuments",-2.99202,53.4076,United Kingdom
N8805601555,Caribbean Cinema,1.0,node/8805601555,-1,"cultural,cinemas,theatres_and_entertainments,interesting_places",-80.9512,8.09725,Panamá
N880817136,Fontaine au Lion,7.0,node/880817136,Q14627821,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",7.13689,48.0406,France
N8824487862,Theater Koblenz,7.0,node/8824487862,Q2415831,"cultural,theatres_and_entertainments,interesting_places,other_theatres",7.59951,50.3581,Alemania
N8824592455,Rüdberg castle ruin,7.0,node/8824592455,Q29786711,"architecture,historic_architecture,fortifications,historic,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",9.08897,47.3497,Alemania
N8828358472,La Flama,1.0,node/8828358472,-1,"cultural,urban_environment,interesting_places,installation",-78.3387,-0.192611,Ecuador
N8828358512,World Mirror,1.0,node/8828358512,-1,"cultural,urban_environment,interesting_places,installation",-78.3386,-0.190293,Ecuador
N8856437317,Chapelle des Ursulines,7.0,node/8856437317,Q2957427,"religion,churches,interesting_places,other_churches",-2.7599,47.654,France
N8859447566,Abbazia di Santa Maria del Lago,7.0,node/8859447566,Q20971476,"religion,churches,interesting_places,other_churches",14.0643,42.4299,Italia
N8860561418,Ashton Windmill,7.0,node/8860561418,Q4806085,"industrial_facilities,mills,interesting_places",-2.84012,51.2488,United Kingdom
N8866160601,Meggernie,7.0,node/8866160601,Q6808978,"fortifications,historic,historical_places,interesting_places,castles,historic_settlements",-4.35551,56.5852,United Kingdom
N8868061484,Wat Pitula Thi Rat Rang Srit,7.0,node/8868061484,Q16004206,"religion,buddhist_temples,interesting_places",101.075,13.6891,Tailandia
N8881973756,Castle of Didymoteichon,7.0,node/8881973756,Q12874774,"fortifications,historic,interesting_places,castles",26.4876,41.3498,Grecia
N8881984164,Theotokos Kosmosteira,7.0,node/8881984164,Q96962495,"religion,fortifications,historic,churches,monasteries,interesting_places,castles,other_churches",26.1706,40.894,Grecia
N8887288164,schlosshotel kronberg - hotel frankfurt,7.0,node/8887288164,Q510121,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,foods,restaurants,tourist_facilities,other_buildings_and_structures",8.5105,50.189,Alemania
N8889724641,Altsummerau,7.0,node/8889724641,Q2175196,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",9.64086,47.628,Alemania
N8902609061,Central Avenue-Center Cemetery Historic District,7.0,node/8902609061,Q30623294,"historical_places,historic,interesting_places,historic_districts",-72.6414,41.7692,United States
N8902609062,Broad Brook Co. Historic District,7.0,node/8902609062,Q30622360,"historical_places,historic,interesting_places,historic_districts",-72.5472,41.9169,United States
N8902753527,Endee Manor Historic District,7.0,node/8902753527,Q30625101,"historical_places,historic,interesting_places,historic_districts",-72.9578,41.6789,United States
N8902769613,South End Historic District,7.0,node/8902769613,Q43170201,"historical_places,historic,interesting_places,historic_districts",-72.9425,41.6653,United States
N8902820782,Windsor Farms Historic District,7.0,node/8902820782,Q46999940,"historical_places,historic,interesting_places,historic_districts",-72.6264,41.8228,United States
N8902820783,West Granby Historic District,7.0,node/8902820783,Q7985244,"historical_places,historic,interesting_places,historic_districts",-72.8386,41.9467,United States
N8902820785,Union Village Historic District,7.0,node/8902820785,Q48802445,"historical_places,historic,interesting_places,historic_districts",-72.5286,41.7964,United States
N8908624121,Imlay and Laurel Streets District,7.0,node/8908624121,Q38250561,"historical_places,historic,interesting_places,historic_districts",-72.6961,41.7658,United States
N8908624122,High Street Historic District,7.0,node/8908624122,Q14714932,"historical_places,historic,interesting_places,historic_districts",-72.6808,41.7675,United States
N8908624125,Fairfield Avenue Historic District,7.0,node/8908624125,Q30609369,"historical_places,historic,interesting_places,historic_districts",-72.6928,41.735,United States
N8912300063,Santa Cruz del Perpetuo Socorro,1.0,node/8912300063,-1,"religion,other_temples,interesting_places",-78.6063,-1.65018,Ecuador
N8913990919,March Route of Rochambeau's Army: Old Canterbury Road,7.0,node/8913990919,Q24987603,"historic,archaeology,interesting_places,other_archaeological_sites",-71.9511,41.6894,United States
N8919140828,Baquedano (FCAB),7.0,node/8919140828,Q4075872,"railway_stations,industrial_facilities,interesting_places",-69.8407,-23.3336,Chile
N8919527817,Monken Hadley War Memorial,7.0,node/8919527817,Q27628300,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments",-0.192281,51.662,United Kingdom
N892612117,Acton Vale,7.0,node/892612117,Q4677697,"railway_stations,industrial_facilities,interesting_places",-72.5638,45.6483,Canada
N892735942,Iglesia de Betania,1.0,node/892735942,-1,"religion,other_temples,interesting_places",-78.4376,-0.308542,Ecuador
N892951053,Samseonghyeol Shrine,7.0,node/892951053,Q7410332,"religion,other_temples,interesting_places",126.528,33.5048,Corea del Sur
N8931044655,Auvernier,7.0,node/8931044655,Q4827245,"fortifications,historic,interesting_places,castles",6.87887,46.9753,Alemania
N8941500728,Guayacán (Chile),7.0,node/8941500728,Q5887512,"railway_stations,industrial_facilities,interesting_places",-71.3481,-29.9699,Chile
N894400743,Phare de Pointe-des-Monts,7.0,node/894400743,Q15648998,"lighthouses,architecture,towers,interesting_places,other_towers",-67.3668,49.3256,Canada
N8945460417,Microteatro,1.0,node/8945460417,-1,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-78.4866,-0.200968,Ecuador
N894565171,Schloss Sargans,7.0,node/894565171,Q1604828,"fortifications,historic,interesting_places,castles",9.43724,47.0508,Alemania
N8945932610,Shaniwar Wada Amphitheatre,7.0,node/8945932610,Q1351060,"architecture,historic_architecture,fortifications,historic,cultural,theatres_and_entertainments,interesting_places,other_theatres,other_fortifications,amphitheatres",73.8553,18.5205,India
N895342086,bridge Halen,7.0,node/895342086,Q1570866,"bridges,architecture,interesting_places,other_bridges",7.41873,46.9707,Alemania
N8960474684,Casa de la Piedra,7.0,node/8960474684,Q42899099,"other,unclassified_objects,interesting_places,historic_object",-67.6132,5.64816,Venezuela
N8961933709,Baquedano (Ferronor),7.0,node/8961933709,Q4075872,"railway_stations,industrial_facilities,interesting_places",-69.8374,-23.3344,Chile
N897106359,Monument National des Mineurs,7.0,node/897106359,Q16764208,"historic,monuments_and_memorials,interesting_places,monuments",6.0212,49.479,Luxemburgo
N8971657238,Gilgenberg,7.0,node/8971657238,Q2175270,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",7.60629,47.3832,Alemania
N897342731,Mid-City,7.0,node/897342731,Q6840675,"historic,historical_places,interesting_places,historic_districts",-90.0929,29.9687,United States
N897342741,Uptown,7.0,node/897342741,Q6144478,"historic,historical_places,interesting_places,historic_districts",-90.1012,29.9364,United States
N897592449,Broadmoor,7.0,node/897592449,Q4972251,"historic,historical_places,interesting_places,historic_districts",-90.1042,29.9483,United States
N898142228,Museo del mar Utadeo,3.0,node/898142228,Q41636291,"cultural,museums,interesting_places,other_museums",-74.0679,4.60721,Colombia
N898239164,Phare de la Haize,7.0,node/898239164,Q3378357,"lighthouses,architecture,towers,interesting_places,other_towers",-1.97835,48.6711,France
N900319048,Wat Phrathat Chaehaeng,7.0,node/900319048,Q6630393,"religion,buddhist_temples,interesting_places",100.79,18.7583,Tailandia
N9005892232,Iglesia del Santísimo Sacramento,7.0,node/9005892232,Q16578061,"religion,churches,interesting_places,other_churches",-70.6392,-33.4577,Chile
N9007280238,Museo de Historia y de Arte José de Obaldía,1.0,node/9007280238,-1,"cultural,museums,interesting_places,other_museums",-82.4231,8.42513,Panamá
N9009762475,Shintokukan,7.0,node/9009762475,Q20045035,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",138.063,35.8342,Japón
N9010565474,14 Bismarckturm,7.0,node/9010565474,Q866540,"towers,architecture,historic,monuments_and_memorials,interesting_places,observation_towers,monuments",8.03548,49.9595,Alemania
N9010565476,Hiwweltour Bismarckturm,7.0,node/9010565476,Q866540,"towers,architecture,historic,monuments_and_memorials,interesting_places,observation_towers,monuments",8.03576,49.9595,Alemania
N9019705943,Falesia Family San Martino,7.0,node/9019705943,Q55086070,"sport,religion,architecture,historic_architecture,churches,interesting_places,other_buildings_and_structures,climbing,other_churches",10.8999,45.9275,Italia
N9023208641,Rhode Island State House Tours,7.0,node/9023208641,Q2281281,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-71.4148,41.8311,United States
N9026719067,San Giorgio,7.0,node/9026719067,Q66691802,"religion,churches,interesting_places,other_churches",10.5706,45.5482,Italia
N903865299,Barnaul,7.0,node/903865299,Q4078384,"railway_stations,industrial_facilities,interesting_places",83.7569,53.3512,Rusia
N9046475865,Jordan Village Historic District,7.0,node/9046475865,Q6277109,"historical_places,historic,interesting_places,historic_districts",-72.1426,41.3401,United States
N906427841,Hospital Clínico San Borja Arriarán,7.0,node/906427841,Q16576127,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-70.6427,-33.4606,Chile
N909701331,Teatro Municipal Roma,7.0,node/909701331,Q6139889,"cultural,theatres_and_entertainments,interesting_places,opera_houses",-58.3632,-34.6622,Argentina
N918030521,Lumbrein,7.0,node/918030521,Q2588118,"other,unclassified_objects,interesting_places,historic_object",9.13569,46.6833,Alemania
N918303762,Columna de la Libertad de los Esclavos,7.0,node/918303762,Q21572788,"historic,monuments_and_memorials,burial_places,interesting_places,other_burial_places,monuments",-73.3539,8.23543,Colombia
N919921099,Curnasco,7.0,node/919921099,Q3699643,"historic,historical_places,interesting_places,historic_settlements",9.6287,45.6783,Italia
N924286571,Horomayri Monastery,7.0,node/924286571,Q3140702,"religion,churches,monasteries,interesting_places,other_churches",44.6276,41.0344,Armenia
N924287050,Kobayr Monastery,7.0,node/924287050,Q645513,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",44.6349,41.0051,Armenia
N924438169,Kraftwerk Kresselsmühle,7.0,node/924438169,Q1791732,"industrial_facilities,power_stations,interesting_places",10.9,48.3693,Alemania
N925293231,Tejharuyk monastery,7.0,node/925293231,Q18393291,"religion,architecture,historic_architecture,monasteries,interesting_places,destroyed_objects",44.6447,40.598,Armenia
N925354828,Teghenyats Monastery,7.0,node/925354828,Q13052933,"religion,architecture,historic_architecture,churches,monasteries,interesting_places,destroyed_objects,other_churches",44.5247,40.4839,Armenia
N925415479,Black Fortress,7.0,node/925415479,Q16400202,"fortifications,historic,interesting_places,castles",43.8253,40.7824,Armenia
N927733734,Zedazeni,7.0,node/927733734,Q2363624,"religion,historic,historical_places,monasteries,interesting_places,historic_settlements",44.7671,41.871,Geogia
N927748721,Zedazeni Monastery,7.0,node/927748721,Q2363624,"religion,monasteries,interesting_places",44.7656,41.8713,Geogia
N928291324,Algiers Point,7.0,node/928291324,Q4724230,"historic,historical_places,interesting_places,historic_districts",-90.0518,29.9525,United States
N940957980,Acuario,1.0,node/940957980,-1,"cultural,aquariums,museums,interesting_places",-78.7752,-0.0515976,Ecuador
N940960063,Cara del Diablo,3.0,node/940960063,Q5826173,"historic,monuments_and_memorials,interesting_places,monuments",-78.8093,-0.398071,Ecuador
N941441770,Tumba de Vicente Huidobro,7.0,node/941441770,Q17364230,"historic,monuments_and_memorials,cultural,museums,interesting_places,other_museums,monuments",-71.5993,-33.5576,Chile
N941452304,Estación Cartagena,7.0,node/941452304,Q16564195,"railway_stations,industrial_facilities,interesting_places",-71.6135,-33.5522,Chile
N945476898,Museo Yerbas Buenas,7.0,node/945476898,Q20022173,"cultural,museums,interesting_places,other_museums",-71.5816,-35.7472,Chile
